attendance_percentage,avg_unit_marks,sir_term_test_avg,school_term_test_avg,homework_completion_rate,behavior_score,final_grade
72.16,59.6,47.24,86.49,70.25,55.96,C
69.24,67.57,77.96,44.7,59.24,75.35,C
88.1,37.62,70.11,47.79,63.51,100.0,S
72.05,80.09,74.38,32.04,33.09,87.31,C
58.75,31.72,80.52,35.57,54.55,100.0,S
50.1,39.87,50.81,52.71,52.13,57.62,W
97.65,70.26,71.7,54.98,75.79,88.99,B
60.06,70.3,73.92,91.99,100.0,76.05,B
92.08,20.0,91.05,42.03,65.18,81.62,S
72.7,68.93,91.75,49.55,48.26,100.0,C
82.9,100.0,77.27,28.88,82.91,60.24,B
75.11,63.49,27.65,40.12,100.0,78.58,S
72.37,100.0,52.08,55.99,89.82,68.99,B
63.8,20.0,41.27,37.19,73.17,65.84,W
100.0,43.85,88.01,62.83,86.14,86.19,B
41.73,64.77,54.76,33.07,79.19,100.0,S
34.9,54.31,35.08,59.58,63.49,65.91,S
85.34,97.72,100.0,41.73,33.58,83.39,B
99.16,81.27,92.13,53.04,57.81,76.73,B
70.04,78.26,79.4,81.06,80.21,78.69,B
86.92,25.74,64.21,59.15,74.26,73.69,S
81.48,53.51,82.59,68.42,73.01,64.54,C
87.23,69.13,44.89,56.75,82.58,83.27,C
82.31,66.85,80.52,85.23,84.75,66.19,B
59.13,54.12,99.07,64.2,100.0,73.2,B
71.12,63.52,58.16,40.98,47.02,82.52,S
90.82,100.0,51.33,50.24,54.58,91.89,B
87.22,47.46,41.96,78.96,77.66,86.38,C
61.76,27.45,42.5,73.13,100.0,68.56,S
100.0,81.6,32.14,62.71,87.28,38.62,C
84.67,88.45,67.98,56.64,66.54,71.53,B
57.36,51.25,51.67,60.5,58.86,61.96,S
86.4,72.41,49.22,69.14,60.94,75.95,C
89.63,52.93,36.55,54.81,42.73,70.84,S
70.79,20.0,70.61,53.98,93.64,78.23,S
86.03,88.8,57.37,57.98,38.53,93.59,C
72.81,44.89,74.79,20.0,61.41,88.62,S
68.43,50.64,51.68,20.0,84.31,73.16,S
70.92,59.63,60.28,72.38,68.96,54.58,C
83.63,74.97,64.11,81.66,70.61,91.67,B
96.11,76.65,45.04,55.12,94.78,52.54,C
69.12,58.14,42.7,77.2,77.54,64.33,C
84.08,61.83,42.2,42.32,78.72,89.09,S
67.7,75.89,91.64,30.3,77.11,87.46,C
73.57,89.77,100.0,65.55,65.33,89.65,A
87.63,20.0,59.95,49.32,77.93,72.1,S
73.72,47.74,74.69,94.41,53.05,54.04,C
75.3,64.43,83.42,30.96,59.24,42.78,S
95.62,70.01,50.73,28.91,45.39,81.21,S
58.39,67.08,100.0,50.35,50.77,80.73,C
56.61,99.4,88.07,54.39,52.05,68.61,B
70.57,72.67,80.79,35.2,90.22,84.27,C
67.38,43.27,62.32,34.69,90.47,58.14,S
83.22,63.39,48.79,55.74,91.6,57.12,C
68.82,49.97,59.23,42.94,34.64,59.17,S
99.57,69.93,64.25,51.78,68.97,68.55,C
82.9,67.02,36.57,63.58,20.83,81.21,S
53.86,63.08,36.11,58.06,81.57,97.54,S
51.88,84.51,62.62,48.09,85.2,71.46,C
85.76,45.15,47.34,78.76,99.71,74.47,C
33.19,61.02,60.65,52.88,76.73,67.85,S
87.58,41.67,84.74,92.1,51.74,61.3,B
81.16,41.26,50.15,82.26,84.75,100.0,C
77.56,52.78,61.02,54.69,67.27,74.64,C
61.02,70.64,31.83,42.23,67.62,41.11,S
86.53,23.94,73.39,29.56,61.9,82.79,S
100.0,67.33,20.35,78.98,65.36,76.05,C
83.37,20.49,60.13,48.99,94.44,85.91,S
50.59,90.25,68.99,23.96,71.12,90.52,C
56.79,92.55,29.75,40.59,51.14,95.65,S
67.63,41.74,68.9,72.55,83.35,70.93,C
78.82,52.0,93.5,83.17,91.66,86.91,B
82.8,40.11,72.67,60.51,95.27,87.11,C
83.26,31.32,58.22,45.73,75.05,68.77,S
70.86,74.18,51.36,60.68,39.61,62.51,C
84.84,40.4,84.91,79.44,64.64,100.0,B
93.65,46.01,74.92,59.45,54.47,58.95,C
89.92,53.04,57.96,37.74,55.04,73.1,S
80.82,20.0,60.34,41.59,98.05,100.0,S
69.61,30.56,62.34,53.48,100.0,100.0,S
87.98,53.27,73.56,63.83,74.83,51.63,C
90.93,67.16,57.98,44.8,54.13,79.76,C
48.76,80.79,38.92,20.0,100.0,62.13,S
64.17,87.69,97.09,24.27,50.88,61.76,C
89.02,97.78,38.39,89.12,55.82,80.04,B
55.93,62.56,57.78,51.07,77.7,59.89,S
61.74,73.76,86.84,57.5,80.07,86.37,B
87.46,45.93,44.46,42.82,100.0,82.62,S
81.95,72.32,33.58,100.0,79.58,85.85,B
48.52,80.59,52.88,28.9,50.92,56.03,S
55.77,66.21,52.26,65.35,100.0,73.06,C
41.33,60.16,83.87,56.11,100.0,81.79,C
47.43,67.19,65.94,81.77,100.0,88.62,B
81.61,78.52,56.64,25.82,70.83,80.48,C
56.95,91.53,80.11,27.82,97.32,70.38,C
63.32,86.59,58.98,99.78,52.94,49.03,B
70.79,80.78,41.46,28.74,74.58,53.04,S
79.6,58.19,69.89,27.56,95.96,72.25,C
86.45,84.2,36.85,77.41,41.5,54.45,C
100.0,87.24,100.0,49.86,72.05,82.91,A
74.82,50.08,42.08,62.7,48.66,58.58,S
80.9,63.1,78.74,48.65,58.37,81.35,C
62.82,51.84,47.63,53.39,100.0,54.35,S
94.43,79.76,91.34,100.0,98.63,88.89,A
55.31,41.28,67.2,20.64,82.31,42.98,W
92.28,58.57,62.53,41.54,32.03,93.52,S
95.04,57.97,73.24,49.4,75.77,86.39,C
83.33,91.82,70.38,58.62,54.77,67.82,B
87.15,34.96,82.12,51.81,53.63,58.52,S
85.12,64.71,91.78,30.21,58.44,73.62,C
63.72,65.12,66.39,68.66,100.0,55.45,C
80.07,52.06,68.6,67.49,50.26,61.48,C
82.67,65.47,55.61,72.48,84.63,67.06,C
62.22,39.76,60.67,26.69,71.99,93.25,W
69.7,54.28,99.96,91.21,54.71,77.09,B
79.93,69.07,96.29,59.92,74.74,85.33,B
92.85,83.74,70.76,23.71,60.24,87.29,C
78.76,81.52,97.74,32.11,92.76,70.04,B
89.03,64.18,100.0,60.86,57.19,81.3,B
79.86,87.76,68.96,100.0,67.77,73.51,A
65.94,66.71,64.62,64.19,71.34,65.85,C
61.78,57.5,82.83,87.85,68.46,60.88,B
73.78,100.0,79.98,70.12,89.25,98.11,A
57.71,57.16,49.43,70.92,73.2,86.34,C
67.4,92.44,58.61,73.28,93.91,91.73,B
80.41,81.39,94.83,69.3,55.41,83.75,B
74.44,20.0,69.24,60.57,93.13,63.75,S
52.41,68.37,67.6,60.06,70.41,58.97,C
72.92,58.03,81.45,66.35,64.44,100.0,C
70.97,76.16,56.66,93.89,71.74,76.75,B
72.9,68.93,83.99,76.61,70.56,100.0,B
88.09,56.24,32.39,48.87,78.27,83.96,S
95.39,43.11,51.22,32.09,43.22,65.58,S
80.5,80.43,41.03,40.2,34.4,78.22,S
64.02,98.26,68.2,54.23,57.18,52.58,C
54.48,52.56,46.02,36.02,77.54,82.71,S
68.12,100.0,25.07,59.28,65.63,66.74,C
64.54,64.86,55.49,49.38,44.03,50.73,S
70.67,56.96,56.06,55.61,59.55,71.81,S
62.2,95.48,44.01,49.84,55.52,63.89,C
75.37,62.96,50.81,51.76,55.6,81.03,S
100.0,47.5,67.88,58.99,83.37,85.45,C
78.08,64.2,51.31,41.17,68.06,55.73,S
66.09,87.14,61.97,77.64,99.39,72.34,B
78.11,58.96,43.75,37.03,86.86,78.13,S
100.0,84.44,45.38,76.49,63.9,93.25,B
67.7,43.95,44.08,41.62,53.19,66.41,W
87.85,100.0,33.4,85.8,60.45,80.22,B
50.19,75.48,20.0,64.91,75.15,77.87,S
63.98,75.99,67.82,53.38,83.44,73.57,C
82.93,62.48,64.33,70.64,62.04,56.49,C
79.14,88.79,65.98,65.0,69.16,86.09,B
72.21,55.92,82.11,46.33,87.79,91.59,C
83.5,40.02,60.54,53.56,60.08,77.14,S
86.54,55.83,56.57,52.7,93.28,71.14,C
56.48,33.53,67.25,41.27,83.37,55.03,S
66.92,38.39,68.69,72.27,76.77,58.71,C
63.81,69.69,26.25,52.7,100.0,72.3,S
52.67,52.85,47.39,100.0,100.0,85.96,C
69.85,89.01,37.33,81.68,88.56,72.73,B
92.09,56.06,34.7,79.52,68.3,84.03,C
100.0,50.55,57.13,92.53,83.37,64.5,B
60.67,54.44,45.23,63.22,71.57,79.19,S
62.39,63.58,20.0,61.19,93.51,53.63,S
82.25,52.78,76.05,61.49,78.09,75.97,C
94.92,71.95,45.89,60.17,62.62,77.44,C
68.7,51.46,63.99,59.23,91.28,68.78,C
45.29,57.72,27.47,67.14,36.52,60.17,S
69.56,95.88,38.54,58.27,81.6,97.26,C
86.67,86.88,77.29,31.4,77.19,87.73,B
60.65,53.4,43.94,75.0,68.61,70.19,C
55.77,63.65,48.65,63.35,47.14,77.67,S
68.42,40.01,33.45,32.11,65.87,76.81,W
79.05,71.15,44.83,81.28,61.16,81.75,C
72.54,72.51,55.71,66.66,69.85,87.21,C
62.72,29.6,40.53,81.52,66.91,76.38,S
59.2,66.31,39.54,38.73,61.95,81.68,S
83.28,76.58,28.24,57.85,66.06,52.02,C
75.24,59.99,70.23,59.79,59.01,88.89,C
41.68,63.71,24.73,37.93,80.5,55.89,W
53.64,100.0,32.81,94.31,66.56,67.13,B
83.5,91.73,37.08,46.77,86.94,79.32,C
91.53,75.3,96.16,61.93,74.44,79.83,B
72.86,81.96,64.74,75.34,88.89,81.43,B
82.53,44.79,48.99,76.55,98.47,45.89,C
66.48,65.47,42.41,39.9,79.5,98.72,S
44.52,61.59,69.27,75.16,76.38,100.0,C
75.43,91.24,47.07,59.28,45.75,88.51,C
73.19,72.16,53.73,70.9,77.95,60.08,C
60.95,64.44,73.19,98.98,76.06,90.11,B
50.81,100.0,72.11,56.91,66.71,58.39,B
62.68,100.0,40.22,35.82,55.96,57.03,S
75.23,86.78,47.79,27.79,75.84,74.16,C
90.04,55.91,54.8,54.71,71.78,69.11,C
66.68,27.99,48.69,73.73,87.0,67.93,S
94.49,64.43,33.24,21.65,94.37,69.4,S
56.79,20.0,52.09,66.9,56.05,59.2,W
66.76,89.86,32.14,43.88,94.22,82.41,C
77.69,52.03,60.61,46.17,52.81,58.8,S
86.76,63.79,66.29,61.34,78.82,71.18,C
67.78,48.69,31.72,33.32,62.69,50.95,W
54.27,85.84,64.48,48.06,100.0,50.28,C
89.63,62.77,75.7,60.4,32.56,76.43,C
80.03,21.16,98.88,64.85,83.44,57.52,C
85.36,86.79,65.07,57.79,52.13,71.76,B
67.32,76.44,43.0,70.42,53.22,71.06,C
84.24,50.92,73.01,70.17,64.58,92.43,C
76.17,87.05,95.87,52.69,82.9,65.44,B
59.51,61.09,32.75,37.37,81.83,67.3,S
85.66,70.99,97.02,69.54,92.28,81.03,A
79.67,88.29,73.38,62.62,74.11,83.07,B
64.93,50.72,88.51,99.02,51.42,64.97,B
92.14,75.67,73.53,77.73,65.19,79.95,B
78.78,47.83,66.3,85.23,63.32,77.29,C
78.1,59.31,73.54,43.04,96.65,84.39,C
60.95,98.96,63.36,42.1,92.09,82.42,B
48.42,54.49,65.58,20.0,71.7,77.37,S
57.25,70.41,60.15,31.79,88.39,87.57,S
70.65,61.03,74.53,53.59,31.38,82.3,C
62.8,57.2,89.16,55.05,70.03,82.65,C
82.58,46.62,58.79,58.8,75.44,79.34,C
100.0,41.48,79.6,84.03,79.86,65.25,B
99.97,21.16,46.33,83.78,62.6,98.95,C
52.32,42.76,49.37,67.18,65.56,67.64,S
96.31,95.27,51.71,20.39,26.85,78.59,C
84.84,66.26,58.58,40.3,83.1,100.0,C
41.75,63.45,40.59,25.21,47.4,80.7,W
81.07,94.21,60.18,20.0,65.24,54.2,C
56.9,76.61,63.88,70.93,62.85,86.86,C
68.8,87.33,66.89,53.45,74.24,74.73,B
98.94,69.91,59.97,52.75,86.86,85.62,B
70.89,41.89,41.96,53.95,96.98,71.25,S
66.09,29.79,90.27,70.52,85.92,89.43,C
72.53,66.69,89.77,61.95,81.75,88.06,B
84.64,62.44,59.32,75.11,85.52,92.52,B
83.27,76.93,51.08,45.21,85.61,66.39,C
74.69,92.58,84.41,64.64,64.08,73.15,B
88.01,64.27,48.83,84.75,73.63,66.34,B
82.18,84.42,39.85,53.59,65.07,81.78,C
84.48,53.97,30.14,80.7,47.6,79.07,C
73.02,68.25,93.02,100.0,37.33,89.76,B
72.66,85.96,79.15,89.01,75.7,61.66,A
88.91,67.36,55.32,47.52,90.13,99.05,C
57.07,77.44,52.55,25.72,72.95,62.5,S
51.33,49.37,39.44,43.77,43.48,69.07,W
64.3,72.51,71.87,63.72,65.29,71.06,C
62.44,48.74,74.07,20.0,68.39,70.15,S
83.99,36.5,60.25,65.55,31.91,58.89,S
73.62,75.28,63.65,70.33,48.41,51.17,C
76.27,40.41,42.69,78.51,73.78,66.48,C
64.53,77.42,64.24,31.28,31.04,100.0,S
56.66,75.55,90.21,61.25,57.99,53.61,C
53.4,72.53,89.02,49.3,58.89,85.46,C
64.71,70.49,60.84,48.99,69.69,100.0,C
84.07,86.85,41.63,82.11,82.78,52.51,B
83.1,54.73,29.08,60.86,80.78,77.27,S
73.36,58.39,100.0,31.98,87.46,75.23,C
62.18,64.03,32.14,44.9,69.06,51.73,S
82.6,45.72,30.97,34.23,100.0,45.33,S
81.54,49.97,53.0,71.29,81.1,64.79,C
54.63,77.44,71.05,51.73,78.84,68.31,C
62.59,65.08,70.38,64.8,80.18,63.59,C
98.73,58.15,57.62,28.99,66.12,82.98,S
86.44,96.24,70.4,64.09,61.07,65.07,B
89.55,84.02,38.46,73.91,83.01,58.29,B
83.11,44.01,20.0,54.48,75.16,73.27,S
100.0,72.58,62.94,67.45,61.17,88.94,B
80.42,71.3,47.52,23.58,59.97,79.24,S
68.33,70.83,55.35,67.47,50.46,77.89,C
65.39,34.23,56.7,91.8,40.83,76.79,C
86.96,100.0,50.14,44.1,46.67,92.11,C
61.99,57.59,23.02,77.45,93.17,87.69,C
50.92,77.14,26.55,59.28,74.1,79.65,S
83.02,64.84,20.75,69.77,71.95,61.46,C
51.46,95.8,84.63,73.53,56.47,37.25,B
86.47,72.33,52.51,82.75,86.96,77.64,B
75.53,66.02,73.6,39.14,78.52,61.19,C
95.05,75.64,46.24,59.77,52.92,97.56,C
99.34,78.92,91.13,61.34,85.27,93.37,A
74.91,66.42,78.67,72.22,54.89,42.2,C
72.37,23.06,40.18,38.77,58.63,87.31,W
90.57,75.17,72.65,72.43,20.06,75.15,B
48.05,75.18,20.0,54.03,80.96,58.23,S
89.43,75.13,67.62,73.36,62.82,77.28,B
75.15,64.75,46.56,30.66,63.26,69.12,S
63.95,82.04,36.56,54.23,93.33,88.64,C
93.24,53.18,75.69,34.61,64.48,72.27,C
66.36,57.76,50.13,36.39,87.13,72.26,S
78.02,68.28,61.09,60.04,63.89,96.28,C
86.41,65.37,51.06,55.39,78.35,97.5,C
54.4,78.2,82.53,25.29,66.38,59.03,C
81.46,57.83,57.4,48.96,84.4,78.44,C
78.46,68.21,71.45,52.24,100.0,56.48,C
49.11,28.83,20.0,72.81,81.03,93.12,W
59.15,79.91,61.14,61.66,82.51,63.66,C
100.0,91.64,49.37,34.0,68.24,77.73,C
90.98,41.63,65.71,24.36,78.73,73.39,S
100.0,34.08,87.41,20.52,43.46,49.84,S
78.76,41.53,33.03,62.46,79.04,75.6,S
72.57,100.0,62.92,75.73,72.86,58.53,B
83.25,51.88,58.18,64.72,31.17,50.86,S
88.64,51.73,47.67,61.66,62.29,81.26,C
74.23,68.97,45.96,62.26,92.1,66.48,C
88.73,63.97,74.69,60.83,69.33,80.25,B
93.2,69.72,69.57,49.89,100.0,84.61,B
76.17,62.55,79.56,44.66,34.34,76.09,C
92.85,96.83,57.85,58.96,80.39,71.03,B
82.75,63.29,80.23,73.91,86.2,71.92,B
100.0,74.68,64.95,41.26,68.06,76.72,C
63.18,59.15,56.68,59.23,34.75,72.97,S
69.34,64.58,80.71,100.0,83.57,56.48,B
69.82,76.92,69.67,79.72,68.05,69.55,B
100.0,66.17,39.67,90.45,40.08,30.0,C
86.54,83.21,68.28,29.35,68.82,70.83,C
66.94,93.24,39.07,64.95,93.88,80.72,B
93.62,76.27,68.59,66.07,82.27,69.22,B
55.47,84.08,83.23,63.54,59.03,51.63,B
76.29,38.02,30.22,57.54,54.72,80.18,S
72.61,52.87,25.9,39.24,53.68,56.62,W
70.06,42.05,56.73,63.29,53.48,81.38,S
54.58,42.76,57.74,73.11,87.35,99.19,C
69.35,62.45,39.35,30.42,74.57,63.36,S
93.49,35.75,69.73,35.87,53.59,83.09,S
64.86,54.68,43.76,97.27,57.65,75.77,C
71.97,69.43,47.71,53.58,77.88,62.05,C
91.34,88.71,72.13,59.54,10.19,81.36,B
69.13,60.07,22.05,68.86,41.03,76.78,S
88.57,55.61,84.32,41.57,82.01,55.43,C
90.47,82.52,69.37,49.35,41.96,69.14,C
91.65,67.6,28.94,33.26,95.06,82.32,S
56.49,29.68,47.5,20.0,66.88,100.0,W
51.05,61.28,86.24,74.48,67.03,72.8,C
57.66,59.65,64.87,82.31,57.6,72.15,C
60.76,69.51,75.68,71.85,46.6,77.2,C
64.84,85.22,56.77,24.57,65.6,81.88,S
78.66,54.76,48.29,36.27,62.11,62.16,S
89.55,46.98,62.45,59.19,88.91,91.34,C
85.44,72.06,39.03,34.48,53.09,86.28,S
76.1,82.37,80.06,42.03,70.64,74.81,C
70.08,54.3,83.7,59.14,70.26,62.96,C
85.13,44.9,69.1,68.61,61.75,79.76,C
77.79,64.21,60.26,59.36,72.6,75.9,C
58.44,61.96,65.3,60.14,89.08,84.3,C
61.94,61.67,53.77,57.9,69.94,84.17,C
77.66,89.61,64.82,39.73,60.65,84.06,C
50.79,38.08,60.21,78.92,96.14,71.74,C
90.91,66.45,29.37,57.82,57.62,88.77,C
74.61,39.44,30.01,57.54,21.6,67.23,W
78.47,43.86,79.88,84.2,49.67,70.53,C
89.92,64.97,32.11,54.85,52.94,91.62,S
84.09,58.72,62.84,29.22,54.92,98.3,S
75.8,83.6,64.64,86.91,30.02,72.18,B
99.67,84.12,86.51,57.85,59.26,59.59,B
58.55,81.14,70.26,56.54,80.16,77.14,C
89.43,84.05,38.68,64.02,36.62,77.0,C
84.06,38.73,51.67,58.21,74.68,70.82,S
57.42,63.92,26.96,52.88,61.17,72.99,S
66.61,34.85,52.67,78.48,95.23,100.0,C
100.0,41.06,51.83,57.5,68.29,76.04,C
100.0,43.36,45.73,94.16,57.68,80.9,C
90.52,74.73,63.84,78.65,52.14,67.55,B
83.03,23.61,88.33,64.67,73.06,50.54,C
55.7,57.03,76.15,20.0,85.77,69.6,S
71.65,70.07,65.39,42.33,82.5,40.21,C
68.24,68.07,53.1,20.0,85.16,56.27,S
73.99,68.06,60.4,83.72,68.93,81.41,B
74.16,77.26,87.87,61.03,85.64,96.83,B
95.36,57.29,80.73,63.47,92.34,83.53,B
79.14,73.68,65.1,64.48,66.82,71.22,C
100.0,74.55,48.53,51.9,91.13,63.96,C
52.77,36.83,25.42,29.43,46.38,95.78,W
74.31,57.73,31.13,54.85,35.25,69.46,S
100.0,78.28,55.8,73.36,59.57,62.99,B
100.0,42.15,52.92,64.73,51.28,84.76,C
70.4,78.28,71.72,52.65,100.0,65.02,B
95.23,88.5,95.42,61.83,54.23,100.0,A
69.98,48.73,56.2,36.4,80.52,65.91,S
70.69,84.36,72.47,58.34,73.42,75.18,B
68.53,64.95,69.82,55.22,78.4,62.45,C
65.94,50.31,48.7,86.32,84.52,58.85,C
81.56,57.19,46.35,25.31,89.44,54.54,S
74.22,46.07,75.52,50.64,67.31,73.49,C
79.54,65.26,59.13,46.6,38.51,58.22,S
85.78,58.88,46.72,27.07,35.61,64.45,S
88.32,53.86,68.01,44.73,82.78,69.72,C
56.52,59.62,96.68,97.38,79.73,72.94,B
79.56,71.34,59.2,67.7,74.16,70.26,C
57.07,55.8,75.99,57.31,76.01,70.75,C
59.11,60.23,39.55,34.1,94.11,68.7,S
63.88,97.36,76.3,49.83,78.55,71.46,B
64.61,74.49,53.51,59.66,90.43,88.67,C
66.75,74.72,37.44,67.91,72.97,80.68,C
70.54,100.0,41.97,79.37,49.37,82.57,B
83.64,66.1,50.09,61.1,75.34,100.0,C
61.91,53.88,65.69,52.37,68.0,91.06,C
32.7,53.04,25.15,31.69,100.0,83.97,W
89.27,63.39,75.17,20.0,90.77,62.7,C
67.03,75.1,66.33,59.86,42.74,76.5,C
89.41,54.35,86.3,38.8,70.13,98.03,C
64.78,86.08,99.49,61.76,59.46,63.41,B
94.57,90.53,88.99,57.28,90.76,74.27,A
61.75,87.48,92.68,35.55,49.21,75.6,C
89.34,42.32,64.54,45.01,84.02,63.03,S
86.58,61.84,41.26,59.4,31.24,66.61,S
80.06,29.56,20.0,20.0,96.54,73.85,W
67.01,83.9,51.91,63.91,70.52,67.94,C
79.41,80.47,56.3,47.87,63.15,40.53,C
79.25,40.82,72.59,56.01,72.1,85.5,C
61.1,72.38,65.35,53.93,51.44,83.93,C
85.55,67.27,38.59,46.4,68.79,85.33,C
51.25,53.72,51.95,56.17,43.97,71.74,S
70.34,44.25,57.64,46.09,79.91,61.72,S
76.35,48.83,48.0,64.54,74.69,68.74,C
70.96,35.93,88.06,73.12,83.03,51.07,C
66.07,58.31,21.38,77.58,99.08,100.0,C
59.31,67.35,86.46,52.42,58.66,47.01,C
91.99,64.61,45.41,64.24,73.06,77.52,C
71.74,97.45,57.33,93.63,81.28,80.27,A
73.3,84.48,62.26,37.49,50.69,81.34,C
61.39,63.76,81.14,64.69,55.56,96.15,C
83.22,85.36,20.0,65.28,86.84,100.0,C
53.04,89.12,92.89,20.0,79.57,84.26,C
70.09,55.2,73.36,44.47,65.66,87.19,C
100.0,75.76,62.67,46.64,49.79,91.64,C
72.7,88.01,53.41,43.72,78.42,73.85,C
56.92,100.0,47.46,78.41,86.84,56.11,B
59.96,58.97,42.69,95.98,66.0,88.35,C
82.7,70.28,60.81,85.22,53.5,100.0,B
55.69,80.63,31.9,51.05,71.87,67.7,S
72.27,37.26,40.25,68.96,70.59,64.64,S
94.86,40.6,52.77,46.88,82.3,75.72,S
73.38,28.12,77.3,53.21,72.31,63.77,S
61.41,94.99,24.54,34.81,99.61,84.61,C
70.12,89.93,68.94,63.12,74.51,81.98,B
82.59,100.0,56.1,54.39,45.26,74.22,B
100.0,84.69,49.13,58.66,44.07,60.46,C
77.24,55.11,39.11,68.78,68.35,51.49,S
43.87,53.6,28.23,20.0,92.58,73.53,W
71.02,61.23,37.24,67.04,67.39,63.64,C
65.89,40.45,51.88,52.73,61.35,75.83,S
73.82,69.62,78.86,71.05,89.09,62.28,B
67.37,78.07,73.43,43.07,82.23,60.85,C
82.22,64.47,32.31,48.45,100.0,78.04,C
100.0,36.12,75.01,20.0,70.0,84.47,S
87.57,49.01,80.78,46.26,66.72,68.5,C
57.95,96.39,60.96,81.92,90.89,60.48,B
93.24,75.07,39.18,67.87,49.54,99.1,C
87.21,63.58,85.3,23.2,55.01,71.21,C
100.0,43.59,25.85,26.22,88.12,66.09,W
72.61,80.26,56.84,62.49,80.7,68.54,C
72.51,69.84,77.36,40.57,10.0,85.19,S
88.92,69.0,65.37,45.59,80.0,87.8,C
75.85,100.0,28.73,61.59,46.51,88.2,C
51.28,38.32,47.34,63.85,58.09,66.22,S
72.29,60.16,89.75,73.09,63.51,100.0,B
82.37,45.62,65.13,69.78,56.25,59.21,C
76.3,57.8,89.58,74.31,57.18,81.39,B
94.01,37.12,39.54,57.75,70.71,74.22,S
70.34,58.48,67.69,82.95,60.38,100.0,B
100.0,91.59,72.45,100.0,64.2,62.51,A
67.11,44.94,62.44,64.6,74.02,74.81,C
77.0,99.73,72.4,78.3,73.82,50.77,A
47.79,100.0,49.36,44.43,74.91,83.26,C
85.15,100.0,90.01,40.16,89.37,69.24,B
72.94,43.12,26.14,57.31,50.88,88.92,S
70.78,71.17,87.35,25.32,55.51,77.71,C
79.69,87.07,77.34,60.13,76.07,79.97,B
52.95,61.87,64.97,68.09,51.51,55.97,C
71.48,100.0,43.62,83.83,100.0,75.68,B
64.8,75.26,63.9,39.1,56.82,81.8,C
89.0,58.54,58.62,72.71,66.55,70.51,C
63.67,49.55,100.0,53.68,97.3,100.0,B
72.25,72.37,62.05,22.53,38.96,75.73,S
68.63,100.0,55.27,100.0,60.47,100.0,A
82.6,76.27,49.76,70.69,100.0,72.83,B
69.91,60.06,92.4,76.82,98.95,79.7,B
75.59,73.48,81.4,52.56,97.37,80.49,B
38.91,82.67,34.55,76.9,88.03,79.95,C
83.16,86.98,50.09,75.46,93.26,100.0,B
58.41,73.17,40.77,35.91,77.18,76.16,S
92.18,58.08,57.32,62.65,52.76,64.15,C
91.74,54.02,83.65,71.36,39.05,82.96,C
82.84,73.46,57.16,37.32,96.92,73.48,C
61.75,74.15,45.14,37.12,62.49,65.02,S
61.32,81.13,57.72,85.55,52.91,49.09,B
77.23,100.0,70.62,100.0,76.64,78.53,A
42.67,73.56,63.37,49.04,67.26,73.98,C
72.3,100.0,52.58,61.72,61.92,86.75,B
77.65,59.4,21.48,63.35,63.81,74.09,S
57.26,93.67,77.13,89.48,92.94,83.88,A
57.87,100.0,41.45,52.1,84.14,86.35,C
83.58,56.99,47.86,100.0,69.21,72.57,B
64.3,69.89,63.96,57.64,77.63,100.0,C
66.07,65.86,47.04,64.48,58.63,67.12,C
53.11,66.96,68.6,98.93,79.39,68.25,B
54.6,40.57,34.09,99.32,75.76,66.26,C
60.6,47.88,47.81,86.96,69.4,53.29,C
100.0,42.2,48.18,86.82,78.3,67.95,C
56.53,45.67,41.87,58.15,73.82,72.77,S
74.41,43.99,65.86,86.17,66.74,72.27,C
76.25,87.36,42.11,89.92,78.42,75.43,B
93.2,41.36,70.44,67.47,51.29,81.91,C
79.25,61.43,77.26,45.42,75.41,73.02,C
65.78,75.06,55.85,25.59,33.98,86.84,S
56.69,70.59,61.1,49.89,100.0,77.7,C
86.33,70.7,55.37,57.58,99.17,91.32,B
100.0,69.43,42.46,48.31,46.24,86.51,C
66.21,20.0,100.0,45.45,58.47,100.0,S
56.88,87.73,48.25,28.88,100.0,88.85,C
88.8,72.35,71.98,30.89,72.23,61.07,C
54.17,73.22,83.16,49.57,65.76,57.93,C
75.11,80.2,75.83,69.99,57.63,65.25,B
86.93,81.24,56.56,48.62,93.34,69.6,C
86.19,62.26,39.05,93.47,72.4,64.34,B
54.14,39.2,52.54,100.0,58.31,96.71,C
73.04,41.38,50.54,29.82,52.88,61.71,W
46.44,95.26,64.22,42.9,74.44,62.47,C
34.93,100.0,63.79,45.04,31.32,52.59,C
99.82,95.04,75.06,33.47,100.0,81.75,B
84.82,73.92,29.86,31.64,59.8,84.65,S
54.29,61.49,56.47,75.44,83.49,59.85,C
96.7,41.74,81.84,45.9,73.28,78.39,C
77.97,78.49,67.83,75.24,79.29,56.03,B
79.05,53.72,37.81,51.62,73.66,78.75,S
90.84,91.15,66.73,69.38,71.91,86.51,B
82.3,63.91,100.0,45.98,99.09,54.69,B
87.2,93.73,21.86,61.06,84.31,78.78,C
80.67,67.72,38.12,100.0,59.93,81.51,B
65.3,20.0,41.51,26.15,91.83,65.9,W
67.29,43.71,61.88,42.24,89.85,79.53,S
66.42,82.0,60.16,58.47,40.75,73.93,C
79.82,91.67,44.96,100.0,81.14,52.21,B
62.32,93.42,84.86,58.4,73.0,57.53,B
94.82,45.24,76.89,87.74,70.96,89.51,B
100.0,70.36,56.49,56.53,55.14,63.52,C
81.64,61.72,66.55,25.22,68.15,90.45,S
